fight_id,event_date,red_win,red_fighter_id,red_prior_fights,red_sig_landed_per_min_l5,red_sig_acc_l5,red_td_acc_l5,red_ctrl_per_min_l5,red_age_years,red_weight_lbs,red_height_in,red_reach_in,blue_fighter_id,blue_prior_fights,blue_sig_landed_per_min_l5,blue_sig_acc_l5,blue_td_acc_l5,blue_ctrl_per_min_l5,blue_age_years,blue_weight_lbs,blue_height_in,blue_reach_in,diff_prior_fights,diff_sig_landed_per_min_l5,diff_sig_acc_l5,diff_td_acc_l5,diff_ctrl_per_min_l5,diff_age_years,diff_weight_lbs,diff_height_in,diff_reach_in,red_southpaw,blue_southpaw,is_opposite_stance,red_kd_per_min_l5,red_non_sig_landed_per_min_l5,blue_kd_per_min_l5,blue_non_sig_landed_per_min_l5,diff_kd_per_min_l5,diff_non_sig_landed_per_min_l5
0051d7fbb7893d27,2013-10-26,1,282fa667ff9c51ed,14,4.359898163060865,0.3271185513657393,0.3999999999999999,0.0217234352256186,29.50034223134839,145.0,73.0,73.0,b6c4451cb13c9303,2,2.3666666666666667,0.4738095238095238,0.5454545454545454,0.0116666666666666,24.689938398357288,145.0,68.0,69.0,12,1.993231496394198,-0.1466909724437844,-0.1454545454545454,0.0100567685589519,4.810403832991103,0.0,5.0,4.0,0,0,0,0.026200873362445413,0.03608609792278907,0.03333333333333333,0.04772079772079772,-0.007132459970887919,-0.01163469979800865
00566b4d89565373,2013-12-14,1,78114b7199cef90c,7,4.07905279239518,0.5779344740963376,0.6166666666666667,0.0600551500405515,34.587268993839835,135.0,66.0,67.0,d0314416a7f26527,6,5.412370624376053,0.4235227946360743,0.1666666666666666,0.0348878459547675,22.91307323750856,135.0,69.0,70.0,1,-1.3333178319808736,0.1544116794602633,0.45,0.0251673040857839,11.67419575633128,0.0,-3.0,-3.0,0,0,0,0.031007751937984496,0.07524774983812599,0.5350665905159213,0.14741875600901577,-0.5040588385779368,-0.07217100617088978
005723fb99440272,2013-07-06,0,15b1b21cd743d652,6,2.2124300841705127,0.3971730476524996,0.2857142857142857,0.0507129604489094,31.44147843942505,155.0,68.0,71.0,64a50dad704d1d49,6,4.752759951292231,0.4366574264756875,0.5,0.0786346507527136,27.45516769336071,155.0,71.0,75.0,0,-2.5403298671217183,-0.0394843788231878,-0.2142857142857143,-0.0279216903038041,3.986310746064341,0.0,-3.0,-4.0,0,0,0,0.0,0.038915998811805394,0.1059031990368994,0.09729759425335667,-0.1059031990368994,-0.058381595441551276
0064bbc554d85421,2008-06-21,1,2650e2f846a30f64,0,,,,,27.81656399726215,170.0,70.0,75.0,5d7bdab5e03e3216,0,,,,,24.865160848733744,185.0,74.0,76.0,0,,,,,2.9514031485284065,-15.0,-4.0,-1.0,0,0,0,,,,,,
0067048aaa2aa2da,2014-08-23,0,494b0bfdbac74502,0,,,,,27.16495550992471,170.0,67.0,69.0,7b310409440c9102,1,0.6666666666666666,0.4,0.4,0.2333333333333333,24.45448323066393,155.0,71.0,71.0,-1,,,,,2.710472279260781,15.0,-4.0,-2.0,0,1,1,,,0.0,0.04111111111111111,,
00684df5ed23e6ca,2015-05-16,1,e64b96c07d7ce999,2,3.466666666666667,0.3417713239141811,0.2916666666666666,0.1416666666666666,27.15400410677618,170.0,72.0,71.0,e9213f53ddeca978,3,3.985904069999886,0.4342051905920519,0.375,0.1427298584695521,26.286105407255302,170.0,74.0,75.0,-1,-0.5192374033332192,-0.0924338666778708,-0.0833333333333333,-0.0010631918028854,0.8678986995208753,0.0,-2.0,-4.0,0,0,0,0.0,0.02707070707070707,0.0,0.19664351906769917,0.0,-0.1695728119969921
0071c5d16e6e07f6,2012-01-20,1,cb46dface0e28a2c,14,3.1204342568396166,0.4087401767673688,0.5,0.2432608937221751,39.893223819301845,185.0,73.0,73.0,f59f1d3a2ff13edd,8,3.0908421303278035,0.4102035514750365,0.3055555555555556,0.1266595408806695,34.332648870636554,185.0,75.0,76.0,6,0.029592126511813,-0.0014633747076677,0.1944444444444444,0.1166013528415055,5.560574948665291,0.0,-2.0,-3.0,0,0,0,0.13958612026470338,0.05190706471978347,0.0,0.09361816977372651,0.13958612026470338,-0.04171110505394304
00720c46f864fe03,2017-01-15,1,3bad7ef643840f67,22,6.243345969209346,0.4768846012608345,0.4375,0.0743174172271991,32.65160848733744,155.0,70.0,71.0,bf43fed8f29e1671,1,2.0,0.3658536585365853,0.0,0.0188888888888888,24.993839835728952,155.0,69.0,71.0,21,4.243345969209346,0.1110309427242491,0.4375,0.0554285283383102,7.657768651608489,0.0,1.0,0.0,0,0,0,0.13953488372093023,0.1673887750794236,0.0,0.033928571428571426,0.13953488372093023,0.13346020365085218
0072df705378477c,2010-08-07,0,9b68bf67c5695185,0,,,,,33.648186173853524,205.0,71.0,,c80095f6092271a7,4,5.138101240556971,0.4774001026781894,0.25,0.0025036075036075,29.522245037645447,185.0,72.0,74.0,-4,,,,,4.125941136208077,20.0,-1.0,,0,0,0,,,0.12195121951219513,0.12308932311876244,,
00731068c3195f7f,2012-06-22,1,22aa91e402d0fe1f,2,3.505128205128205,0.4883800410116199,0.5714285714285714,0.1774786324786325,24.22450376454483,155.0,71.0,75.0,c0eecd851dbf3146,0,,,,,25.869952087611225,155.0,72.0,,2,,,,,-1.6454483230663932,0.0,-1.0,,0,0,0,0.0,0.05733212341197822,,,,
